1,1,0,0.999499,-7.80909e-05,-2.98687,0.00101348,0.0142899,-0.539643,0.708786
2,0.998999,-0.000156182,0.997499,-0.000389423,-2.98731,0.00303568,-0.0947386,-0.66914,0.552251
3,0.995999,-0.000622664,0.993507,-0.001008,-2.9882,0.00504386,-0.108812,-0.715515,0.488039
4,0.991014,-0.00139335,0.98754,-0.00192585,-2.98949,0.00702894,-0.115676,-0.745748,0.443859
5,0.984067,-0.00245836,0.979626,-0.00313145,-2.99115,0.00898207,-0.120098,-0.767426,0.411058
6,0.975186,-0.00380453,0.969798,-0.00461023,-2.99314,0.0108948,-0.123257,-0.783676,0.385852
7,0.964411,-0.00541593,0.9581,-0.00634522,-2.9954,0.0127589,-0.125617,-0.7961,0.366224
8,0.951788,-0.0072745,0.94458,-0.00831764,-2.99788,0.0145668,-0.127412,-0.805635,0.350952
9,0.937372,-0.00936078,0.929297,-0.0105076,-3.0005,0.0163112,-0.128778,-0.812877,0.33923
10,0.921222,-0.0116545,0.912316,-0.0128947,-3.00323,0.0179853,-0.129801,-0.81824,0.330484
11,0.903409,-0.014135,0.893708,-0.0154585,-3.00601,0.0195827,-0.130542,-0.822023,0.324279
12,0.884006,-0.016782,0.87355,-0.0181787,-3.00879,0.0210974,-0.131046,-0.824458,0.320268
13,0.863094,-0.0195755,0.851928,-0.0210358,-3.01156,0.022524,-0.131347,-0.825732,0.318167
14,0.840761,-0.0224961,0.828929,-0.0240105,-3.01429,0.0238572,-0.131473,-0.825994,0.317734
15,0.817096,-0.0255249,0.804648,-0.0270841,-3.017,0.0250923,-0.131446,-0.82537,0.318764
16,0.792199,-0.0286432,0.779184,-0.0302377,-3.01969,0.0262248,-0.131287,-0.823962,0.321086
17,0.766169,-0.0318322,0.75264,-0.0334524,-3.0224,0.0272508,-0.131009,-0.82185,0.324562
18,0.739111,-0.0350726,0.725123,-0.0367083,-3.02519,0.0281666,-0.130624,-0.819092,0.329088
19,0.711135,-0.038344,0.696744,-0.0399842,-3.02811,0.0289689,-0.130141,-0.815723,0.334596
20,0.682353,-0.0416243,0.667615,-0.0432568,-3.03127,0.0296549,-0.129562,-0.811753,0.341057
21,0.652878,-0.0448894,0.637853,-0.046501,-3.03474,0.0302223,-0.128889,-0.807166,0.348482
22,0.622828,-0.0481126,0.607575,-0.0496886,-3.03864,0.0306694,-0.128116,-0.801917,0.356929
23,0.592321,-0.0512645,0.576899,-0.0527887,-3.04308,0.0309947,-0.127234,-0.795926,0.366501
24,0.561477,-0.0543129,0.545946,-0.0557676,-3.0482,0.0311977,-0.126228,-0.789081,0.377352
25,0.530415,-0.0572223,0.514836,-0.0585887,-3.05411,0.0312782,-0.125077,-0.781221,0.389693
26,0.499256,-0.0599551,0.483689,-0.061213,-3.06096,0.0312369,-0.123751,-0.772135,0.403807
27,0.468121,-0.0624709,0.452625,-0.0635996,-3.06889,0.0310749,-0.122211,-0.761501,0.420117
28,0.437128,-0.0647282,0.42182,-0.0657062,-3.07779,0.030678,-0.120393,-0.748865,0.439201
29,0.406513,-0.0666842,0.391519,-0.0675093,-3.08661,0.0300329,-0.118198,-0.734153,0.461019
30,0.376525,-0.0683345,0.361782,-0.0690271,-3.09465,0.0295184,-0.115688,-0.71812,0.484304
31,0.347039,-0.0697197,0.332595,-0.0702577,-3.10436,0.0289079,-0.113097,-0.700724,0.508986
32,0.318151,-0.0707958,0.304057,-0.0711568,-3.11599,0.0281977,-0.110188,-0.680982,0.536263
33,0.289963,-0.0715178,0.276268,-0.0716805,-3.12971,0.0273923,-0.106848,-0.658187,0.566789
34,0.262572,-0.0718433,0.249324,-0.0717885,3.13746,0.0264967,-0.102964,-0.631598,0.601084
35,0.236076,-0.0717338,0.223321,-0.0714447,3.11893,0.0255161,-0.0984125,-0.600373,0.639552
36,0.210566,-0.0711556,0.19835,-0.0706179,3.09761,0.0244559,-0.0930473,-0.563517,0.682449
37,0.186134,-0.0700802,0.1745,-0.0692828,3.07315,0.023322,-0.0866949,-0.519826,0.729781
38,0.162867,-0.0684853,0.151858,-0.06742,3.04513,0.0221207,-0.0791421,-0.467808,0.781156
39,0.140849,-0.0663548,0.130506,-0.0650167,3.01294,0.0208589,-0.0701217,-0.405575,0.835509
40,0.120162,-0.0636787,0.110524,-0.0620659,2.9758,0.0195446,-0.059292,-0.330693,0.890642
41,0.100886,-0.0604531,0.09199,-0.0585665,2.93261,0.0181872,-0.046207,-0.239972,0.942413
42,0.0830943,-0.0566798,0.0749769,-0.0545226,2.88184,0.0167984,-0.0302764,-0.129181,0.983312
43,0.0668595,-0.0523653,0.059554,-0.0499427,2.82139,0.0153934,-0.0107101,0.00730591,0.999947
44,0.0522485,-0.0475201,0.0457864,-0.0448389,2.7483,0.0139926,0.0135501,0.176889,0.96871
45,0.0393242,-0.0421577,0.0337342,-0.0392257,2.65853,0.0126247,0.043895,0.388888,0.848766
46,0.0281441,-0.0362936,0.0234522,-0.033119,2.54673,0.0113302,0.0820487,0.653765,0.572591
47,0.0187602,-0.0299443,0.0149892,-0.0265351,2.40655,0.0101672,0.129826,0.979744,0.0401017
48,0.0112182,-0.023126,0.00838771,-0.0194899,2.23225,0.00921568,0.188242,1.3643,-0.861313
49,0.00555726,-0.0158539,0.00368344,-0.0119977,2.02312,0.00857469,0.255483,1.78107,-2.17222
50,0.00180963,-0.00814154,0.000904814,-0.00407077,1.78951,0.00834023,0.324438,2.17794,-3.74342
51,0,0,8.1822e-05,0.00416931,1.55117,0.00834023,0.384906,2.50607,-5.28041
52,0.000163644,0.00833862,0.00124584,0.0124886,1.3157,0.00857749,0.430959,2.72183,-6.40837
53,0.00232804,0.0166385,0.00441132,0.0207581,1.10259,0.00923271,0.453808,2.80386,-6.86161
54,0.00649459,0.0248776,0.00957563,0.028951,0.923217,0.0102147,0.455684,2.78427,-6.75217
55,0.0126567,0.0330243,0.016728,0.0370313,0.777432,0.0114248,0.44506,2.70922,-6.33987
56,0.0207993,0.0410383,0.0258493,0.0449551,0.659689,0.0127818,0.429096,2.61242,-5.82473
57,0.0308993,0.0488719,0.0369118,0.0526716,0.56359,0.0142252,0.411904,2.51222,-5.31126
58,0.0429244,0.0564713,0.0498791,0.0601248,0.48371,0.015712,0.395356,2.41677,-4.84077
59,0.0568338,0.0637784,0.0647058,0.0672554,0.415927,0.0172113,0.380123,2.32883,-4.42346
60,0.0725778,0.0707324,0.0813375,0.0740021,0.357245,0.0187001,0.366318,2.24871,-4.05668
61,0.0900972,0.0772718,0.0997108,0.0803038,0.305516,0.0201608,0.353829,2.17569,-3.73363
62,0.109324,0.0833358,0.119753,0.0861013,0.259205,0.0215789,0.342473,2.10877,-3.44693
63,0.130182,0.0888668,0.141384,0.091339,0.217215,0.0229428,0.332058,2.04694,-3.18995
64,0.152586,0.0938112,0.164514,0.0959663,0.178752,0.024242,0.322414,1.98926,-2.95718
